cislo,spol,ico,sektor,nace,druh,zeme,inv_eur,inv_usd,inv_czk,nova_mista,pod_dane,pob_mista,pob_rekv,pob_pozem,pob_kap,mira_podpory,strop,okres,kraj,region_nuts,podani,rozh_den,rozh_mesic,rozh_rok,msp,zruseno
126,HK Konstrukce s.r.o.,25370545,strojírenský,,výroba,Nizozemí,7.140816909454442,6.645578032377256,250,60.0,T,J,R,,,0.4,94.8,Frýdek-Místek,Moravskoslezský,,2001,,listopad,2002,False,False
127,"""HP – Pelzer k.s.""",40524604,výroba dopravních prostředků,,výroba,Německo,7.38074835761211,6.868869454265131,258.4,17.0,T,J,,,,0.49,126.616,Louny,Ústecký,,2001,,listopad,2002,False,False
128,TOS VARNSDORF a.s.,64651142,strojírenský,,výroba,Česká republika,10.731219651528136,9.98697466705654,375.7,23.0,T,,,,,0.49,184.0,Děčín,Ústecký,,2001,,listopad,2002,False,True
129,"WALMARK, a.s.",536016,potravinářský,,výroba,Česká republika,8.680555555555555,7.8490695284849865,275,90.0,,J,R,,,0.5,135.5,Frýdek-Místek,Moravskoslezský,,2002,,listopad,2002,False,False
130,"ARROW International CR, a.s.",60112387,chemický a farmaceutický,,výroba,Nizozemí,11.786703601108032,11.878175422924459,425.5,300.0,T,,,,,0.5,,Hradec Králové,Královéhradecký,,2000,,prosinec,2002,False,False
131,DONALDSON CZECH REPUBLIC s.r.o.,26694778,ostatní,,výroba,Nizozemí,7.197943444730077,6.698742656636274,252,150.0,T,J,R,,,0.49,155.428,Chomutov,Ústecký,,2001,,leden,2003,False,False
132,"Zexel Valeo Compressor Czech, s.r.o.",26504685,výroba dopravních prostředků,,výroba,Japonsko,58.98989898989899,53.3394223084827,1868.8,475.0,T,,,,,0.48,855.552,Pelhřimov,Vysočina,,2002,,leden,2003,False,False
133,"VDO Česká Republika, s.r.o.",49620614,výroba dopravních prostředků,,výroba,Německo,197.94823232323233,178.98732732047037,6271,1900.0,T,,,,,0.4,1578.4,Praha-východ,Středočeský,,2002,,leden,2003,False,False
134,"Trafil Czech, s.r.o.",26500299,kovodělný a kovozpracující,,výroba,Itálie,11.19665404040404,10.124158008905125,354.71,35.0,T,J,R,,,0.49,1.0966,Louny,Ústecký,,2002,,leden,2003,False,True
135,Takada Industries Czech Republic s.r.o.,26690403,výroba dopravních prostředků,,výroba,Japonsko,5.116792929292929,4.626669711154241,162.1,60.0,T,J,R,,,0.6,87.54,Louny,Ústecký,,2002,,leden,2003,True,False
136,Zlín Precision s.r.o.,26267381,výroba dopravních prostředků,,výroba,Velká Británie,17.949157383604685,16.704324942183472,628.4,145.0,T,,,,,0.6,349.44,Zlín,Zlínský,,2001,,únor,2003,True,True
137,Baxter BioScience s.r.o.,26701472,chemický a farmaceutický,,výroba,Švýcarsko,62.31060606060606,56.34204817901587,1974,184.0,T,J,R,,,0.5,888.5,Kolín,Středočeský,,2002,,únor,2003,False,False
138,IDEAL AUTOMOTIVE Bor s.r.o.,25230425,výroba dopravních prostředků,,výroba,Německo,17.83459595959596,16.126270122160065,565,300.0,T,,,,,0.41,196.8,Tachov,Plzeňský,,2002,,únor,2003,False,False
139,IVG Colbachini CZ s.r.o.,26715961,strojírenský,,výroba,Itálie,10.22411616161616,9.24477680100468,323.9,69.0,T,J,R,,,0.5,146.95,Bruntál,Moravskoslezský,,2002,,únor,2003,False,False
140,"Meopta - optika, a.s.",47677023,elektronický a elektrotechnický,,výroba,"Česká republika, USA",9.359217171717171,8.46272405525745,296.5,126.0,,J,R,,,0.49,132.79,Přerov,Olomoucký,,2002,,březen,2003,False,False
141,"VERTEX GLASS MAT, s.r.o.",25970712,výroba dopravních prostředků,,výroba,Německo,12.626262626262626,11.41682840506907,400,28.0,T,J,,,,0.4,160.0,Svitavy,Pardubický,,2002,,březen,2003,False,False
142,Fehrer Bohemia s.r.o.,45280479,výroba dopravních prostředků,,výroba,Německo,16.442550505050505,14.867564790501197,520.9,535.0,T,,,,,0.45,233.505,Liberec,Liberecký,,2002,,březen,2003,False,True
143,Black & Decker (Czech) s.r.o.,25445022,strojírenský,,výroba,Nizozemí,48.64267676767677,43.9833314305286,1541,1300.0,T,J,R,,,0.49,482.16,Ústí nad Labem,Ústecký,,2002,,březen,2003,False,False
144,Frantschach Pulp & Paper Czech a.s.,26161516,papírenský,,výroba,Nizozemí,22.88510101010101,20.693001484187693,725,0.0,T,,,,,0.3,217.5,Litoměřice,Ústecký,,2002,,duben,2003,False,True
145,FIC CZ s.r.o.,14502241,elektronický a elektrotechnický,,výroba,Nizozemí,14.938588974578693,13.90254924373322,523,1300.0,T,,,,,0.35,108.85,Praha-západ,Středočeský,,2001,,květen,2003,False,True
146,Sumikei Czech s.r.o.,26724758,výroba dopravních prostředků,,výroba,Japonsko,19.12878787878788,17.296495033679644,606,100.0,T,,,,,0.44,220.88,Mladá Boleslav,Středočeský,,2002,,květen,2003,False,False
147,Aisan Bitron Louny s.r.o.,25453769,výroba dopravních prostředků,,výroba,Japonsko,25.104166666666664,22.69950907637858,795.3,72.0,T,J,R,,,0.49,337.414,Louny,Ústecký,,2002,,květen,2003,False,False
148,"Aoyama Automotive Fasteners Czech, s.r.o.",26695081,výroba dopravních prostředků,,výroba,Japonsko,27.935606060606062,25.25973284621532,885,39.0,T,J,R,,,0.47,415.95,Litoměřice,Ústecký,,2002,,červen,2003,False,False
149,"Vesuvius Solar Crucible, s.r.o.",26784611,ostatní,,výroba,Velká Británie,8.715277777777779,7.880465806598927,276.1,47.0,T,J,R,,,0.5,118.55,Frýdek-Místek,Moravskoslezský,,2002,,červen,2003,False,False
150,"KS Katalog - Servis, s.r.o.",63990474,papírenský,,výroba,Německo,11.347853535353535,10.260874529055828,359.5,68.0,T,,,,,0.4,143.24,Plzeň-jih,Plzeňský,,2002,,červenec,2003,False,False
151,"První Elektro, a.s",26493381,elektronický a elektrotechnický,,výroba,Česká republika,4.187815656565657,3.786676561251284,132.67,35.0,T,J,R,,,0.64,83.9488,Chomutov,Ústecký,,2002,,srpen,2003,True,True
152,"EPISPOL, a.s.",25449842,chemický a farmaceutický,,výroba,Česká republika,30.650252525252526,27.71435095330517,971,31.0,T,,,,,0.5,346.0,Ústí nad Labem,Ústecký,,2002,,srpen,2003,False,False
153,TI Automotive AC s.r.o.,26485648,výroba dopravních prostředků,,výroba,Velká Británie,17.39502999143102,16.188628086870995,609,263.0,T,,,,,0.45,246.6,"Mladá Boleslav, Jablonec nad Nisou","Středočeský, Liberecký",,2001,,srpen,2003,False,False
154,Mayr-Melnhof Säge Paskov s.r.o.,26729407,dřevozpracující a papírenský,,výroba,Rakousko,48.26388888888889,43.640826578376526,1529,140.0,T,J,R,,,0.45,618.3,Frýdek-Místek,Moravskoslezský,,2002,,říjen,2003,False,False
155,Koyo Steering Systems Czech s.r.o.,26734851,výroba dopravních prostředků,,výroba,Japonsko,24.873737373737374,22.49115195798607,788,245.0,T,,,,,0.4,309.2,Plzeň-město,Plzeňský,,2002,,říjen,2003,False,False
156,"PEGUFORM PLASTIC, s.r.o.",25458051,výroba dopravních prostředků,,výroba,Česká republika,55.01893939393939,49.74882977508848,1743,702.0,T,,,,,0.5,682.0,Nymburk,Středočeský,,2002,,říjen,2003,False,False
157,Eaton Industries s.r.o.,26729610,výroba dopravních prostředků,,výroba,Nizozemí,53.50378787878788,48.37881036648019,1695,1182.0,T,J,R,,,0.4594,778.68,Chomutov,Ústecký,,2002,,říjen,2003,False,False
158,"Kovona Systém, a.s.",25855646,ostatní,,výroba,Česká republika,6.360759493670886,6.643529995042142,201,110.0,T,J,R,,,0.65,115.37,Karviná,Moravskoslezský,,2003,,listopad,2003,True,False
159,Miele technika s.r.o.,26307391,elektronický a elektrotechnický,,výroba,Německo,20.80176767676768,18.809224797351295,659,200.0,T,J,R,,,0.45,252.0,Olomouc,Olomoucký,,2002,,listopad,2003,False,False
160,Behr Czech s.r.o.,26150905,výroba dopravních prostředků,,výroba,Německo,36.80555555555556,33.28005480077634,1166,350.0,T,,,,,0.4,394.8,Mladá Boleslav,Středočeský,,2002,,prosinec,2003,False,False
161,LIPLASTEC s.r.o.,26500370,výroba dopravních prostředků,,výroba,Japonsko,13.03661616161616,11.787875328233817,413,58.0,T,,,,,0.48,191.04,Liberec,Liberecký,,2002,,prosinec,2003,False,False
162,Aisin Europe Manufacturing Czech s.r.o.,26052377,výroba dopravních prostředků,,výroba,Belgie,29.19823232323232,26.401415686722228,925,140.0,T,,,,,0.42,271.32,Písek,Jihočeský,,2002,,leden,2004,False,False
163,Futaba Czech s.r.o.,26743892,výroba dopravních prostředků,,výroba,Japonsko,53.97727272727273,48.80694143167028,1710,230.0,T,,,,,0.43200000000000005,685.58,Havlíčkův Brod,Vysočina,,2002,,leden,2004,False,False
164,Lonza Biotec s.r.o.,45245126,chemický a farmaceutický,,výroba,Nizozemí,49.400252525252526,44.668341134832744,1565,80.0,T,J,R,,,0.4,626.0,Kolín,Středočeský,,2002,,leden,2004,False,False
165,Technocrane s.r.o.,26353458,elektronický a elektrotechnický,,výroba,Německo,14.655934343434344,13.252083571183926,464.3,70.0,T,,,,,0.61,213.5,Plzeň-jih,Plzeňský,,2002,,leden,2004,True,True
166,"ESSA CZECH, spol. s r.o.",25639641,výroba dopravních prostředků,,výroba,Španělsko,24.93686868686869,22.548236100011415,790,125.0,T,,,,,0.44,314.6,Praha-východ,Středočeský,,2002,,leden,2004,False,True
167,"TG Safety Systems Czech, s.r.o.",26437171,výroba dopravních prostředků,,výroba,Japonsko,28.79746835443038,30.077673111882334,910,350.0,,J,R,,,0.49,438.06,Chomutov,Ústecký,,2003,,únor,2004,False,False
168,"Shimano Czech Republic, s.r.o.",25875701,ostatní,,výroba,Japonsko,66.80948300485576,62.17602807092161,2339,410.0,,J,R,,,0.5,332.5,Karviná,Moravskoslezský,,2001,,březen,2004,False,False
169,Linde Frigera s.r.o.,46350420,ostatní,,výroba,Německo,37.09662247474748,33.5432412375842,1175.221,692.0,T,,,,,0.4,482.07,Beroun,Středočeský,,2002,,březen,2004,False,False
170,HARTMANN - RICO a.s.,44947429,chemický a farmaceutický,,výroba,Německo,16.250785489860043,15.123740662962867,568.94,300.0,T,J,R,,,0.5,274.3,Brno-venkov,Jihomoravský,,2001,,březen,2004,False,True
171,Monroe Czechia s.r.o.,61061620,výroba dopravních prostředků,,výroba,USA,14.772727272727273,13.357689233930813,468,289.0,T,J,R,,,0.43,171.5,Liberec,Liberecký,,2002,,duben,2004,False,False
172,Alcan Děčín Extrusions s.r.o.,18380654,ostatní,,výroba,Švýcarsko,13.383838383838384,12.101838109373215,424,0.0,T,,,,,0.4,145.6,Děčín,Ústecký,,2002,,květen,2004,False,True
173,Brose CZ spol. s r.o.,61465704,výroba dopravních prostředků,,výroba,Německo,41.917721518987335,43.78119319120806,1324.6,150.0,T,J,R,,,0.5,564.5,Nový Jičín,Moravskoslezský,,2003,,květen,2004,False,False
174,"greiner packaging, s.r.o.",26309181,gumárenský a plastikářský,,výroba,Česká republika,28.924050632911392,30.209882664022476,914,320.0,T,J,R,,,0.49,442.47,Most,Ústecký,,2003,,květen,2004,False,False
175,Laird Technologies s.r.o.,27074081,elektronický a elektrotechnický,,výroba,Velká Británie,30.79113924050633,32.159973558089575,973,190.0,T,,,,,0.48,360.0,Liberec,Liberecký,,2003,,květen,2004,False,False
176,Sarnamotive Bohemia s.r.o.,25466445,výroba dopravních prostředků,,výroba,Švýcarsko,11.754113924050632,12.276648487853247,371.43,64.0,T,,,,,0.48,178.0,Liberec,Liberecký,,2003,,květen,2004,False,False
177,Siemens Elektromotory s.r.o.,60465123,výroba dopravních prostředků,,výroba,Německo,47.63257575757576,43.069985158123075,1509,50.0,T,,,,,0.38,490.39,Šumperk,Olomoucký,,2002,,květen,2004,False,False
178,"VIZA AUTO CZ, s.r.o.",26354063,výroba dopravních prostředků,,výroba,Španělsko,13.449367088607595,14.047264914890102,425,250.0,T,,,,,0.41,148.0,Plzeň-město,Plzeňský,,2003,,květen,2004,False,False
179,"Continental HT Tyres, s.r.o.",26905850,gumárenský a plastikářský,,výroba,Německo,74.20886075949366,77.50784994215833,2345,430.0,T,,,,,0.49,1136.8,Zlín,Zlínský,,2003,,květen,2004,False,False
180,"Steel Center Europe, s.r.o.",26777576,strojírenský,,výroba,Japonsko,14.746835443037973,15.402412824326557,466,60.0,T,,,,,0.42,183.918,Pelhřimov,Vysočina,,2003,,květen,2004,False,False
181,Linde Sokolovská s.r.o.,27076181,chemický a farmaceutický,,výroba,Německo,62.610759493670884,65.3941497273178,1978.5,2.0,T,,,,,0.3675,678.0,Sokolov,Karlovarský,,2003,,červen,2004,False,False
182,Meister Moravia s.r.o.,26902214,výroba dopravních prostředků,,výroba,Belgie,11.366772151898733,11.872087258304413,359.19,47.0,T,,,,,0.44,153.885,Uherské Hradiště,Zlínský,,2003,,červenec,2004,False,True
183,Nachi Czech s.r.o.,27084485,výroba dopravních prostředků,,výroba,Japonsko,12.658227848101266,13.220955214014213,400,31.0,T,J,R,,,0.49,168.364,Louny,Ústecký,,2003,,červenec,2004,False,False
184,Toyota Peugeot Citroën Automobile Czech s.r.o.,26513528,výroba dopravních prostředků,,výroba,"Japonsko, Francie",741.7929292929293,670.7386687978079,23500,3000.0,T,J,R,L,,0.15,3525.0,Kolín,Středočeský,,2002,,srpen,2004,False,False
185,Daikin Industries Czech Republic s.r.o.,26357895,elektronický a elektrotechnický,,výroba,Belgie,94.20886075949366,98.39695918030078,2977,430.0,T,,,,,0.46,1369.88,Plzeň-město,Plzeňský,,2003,,srpen,2004,False,False
186,WITTE Nejdek spol. s r.o.,40525881,výroba dopravních prostředků,,výroba,Německo,22.025316455696203,23.00446207238473,696,440.0,T,J,R,,,0.49,341.04,Karlovy Vary,Karlovarský,,2003,,říjen,2004,False,False
187,"Honeywell, spol. s r.o.",18627757,strojírenský,,výroba,USA,12.025316455696203,12.559907453313503,380,326.0,T,J,R,,,0.48,182.4,Brno-město,Jihomoravský,,2003,,říjen,2004,False,False
188,Inteplast CZ s.r.o,27071065,gumárenský a plastikářský,,výroba,Španělsko,9.71012658227848,10.141794744670301,306.84,35.0,T,J,R,,,0.64,162.515,Chomutov,Ústecký,,2003,,říjen,2004,True,False
189,Mi-King s.r.o.,27115313,kovodělný a kovozpracující,,výroba,Japonsko,17.8462962962963,22.4717267109712,578.22,48.0,T,J,R,,,0.49,279.5,Kolín,Středočeský,,2004,,říjen,2004,False,False
190,SEMPERFLEX OPTIMIT s.r.o.,26425173,gumárenský a plastikářský,,výroba,Rakousko,13.686265432098766,17.23349267420621,443.435,50.0,T,,,,,0.5,221.5,Nový Jičín,Moravskoslezský,,2004,,říjen,2004,False,False
191,"KRONOSPAN OSB, spol. s r.o.",26936364,dřevozpracující a papírenský,,výroba,Kypr,81.26543209876543,102.32793128910652,2633,52.0,T,,,,,0.48,1021.38,Jihlava,Vysočina,,2004,,listopad,2004,False,False
192,Viroplastic CZ s.r.o.,26685485,gumárenský a plastikářský,,výroba,Itálie,10.333333333333334,9.343532366708528,327.36,28.0,T,J,R,,,0.65,202.29,Frýdek-Místek,Moravskoslezský,,2002,,prosinec,2004,True,False
193,Eberspächer spol. s r.o.,48027812,výroba dopravních prostředků,,výroba,Německo,16.60493827160494,20.908631611674632,538,150.0,T,,,,,0.5,269.0,Rakovník,Středočeský,,2004,,leden,2005,False,False
194,"FEROX, a.s.",8648,strojírenský,,výroba,USA,7.949074074074074,10.009327270607438,257.55,45.0,T,,,,,0.49,122.57,Děčín,Ústecký,,2004,,leden,2005,False,False
195,"LINDE + WIEMANN CZ, s.r.o.",61680991,výroba dopravních prostředků,,výroba,Německo,7.407407407407407,9.327270607438498,240,50.0,T,J,R,,,0.48,115.2,Břeclav,Jihomoravský,,2004,,leden,2005,False,False
196,Orfus s.r.o.,25789902,strojírenský,,výroba,Nizozemí,5,6.295907660020986,162,31.0,T,J,R,,,0.48,73.9,Hodonín,Jihomoravský,,2004,,leden,2005,False,False
197,Parker Hannifin Industrial s.r.o.,25415123,strojírenský,,výroba,Německo,14.177215189873417,14.80746983969592,448,350.0,,J,R,,,0.49,219.67,Chomutov,Ústecký,,2003,,leden,2005,False,False
198,Pierburg s.r.o.,25488805,výroba dopravních prostředků,,výroba,Německo,16.5,20.776495278069255,534.6,50.0,T,J,R,,,0.49,247.7,Ústí nad Labem,Ústecký,,2004,,leden,2005,False,False
199,"Pramet Tools, s.r.o.",25782983,strojírenský,,výroba,Švédsko,12.209876543209878,15.374451051261124,395.6,61.0,T,,,,,0.49,193.8,Šumperk,Olomoucký,,2004,,leden,2005,False,False
200,SIAD Czech spol. s r.o.,48117153,chemický a farmaceutický,,výroba,Itálie,23.734177215189874,24.78929102627665,750,45.0,T,,,,,0.47,352.5,Brno-venkov,Jihomoravský,,2003,,leden,2005,False,False
201,"Wienerberger cihelna Jezernice, spol. s r.o.",26073862,ostatní,,výroba,Rakousko,23.88888888888889,30.080447708989155,774,57.0,T,J,R,,,0.49,373.87,Přerov,Olomoucký,,2004,,leden,2005,False,False
202,Siemens Automobilové systémy s.r.o.,25849115,výroba dopravních prostředků,,výroba,Německo,12.12962962962963,15.27340561968054,393,355.0,,J,,,,0.5,196.5,Nový Jičín,Moravskoslezský,,2004,,leden,2005,False,False
203,ASMO Czech s.r.o.,27124568,výroba dopravních prostředků,,výroba,Japonsko,12.970886075949366,13.547512807800365,409.88,122.0,T,J,R,,,0.5,204.94,Kutná Hora,Středočeský,,2003,,leden,2005,False,True
204,GRUPO ANTOLIN TURNOV s.r.o.,26702436,výroba dopravních prostředků,,výroba,Španělsko,33.95569620253164,35.465212361593125,1073,220.0,T,,,,,0.48,474.24,Semily,Liberecký,,2003,,únor,2005,False,False
205,KONE Industrial - koncern s.r.o.,27111440,strojírenský,,výroba,Nizozemí,18.13607594936709,18.942323582878863,573.1,65.0,T,J,R,,,0.49,269.1,Ústí nad Labem,Ústecký,,2003,,únor,2005,False,False
206,MATTHEY s.r.o.,27131807,výroba dopravních prostředků,,výroba,Francie,15.250000000000002,19.20251836306401,494.1,100.0,T,J,R,,,0.49,240.541,Ústí nad Labem,Ústecký,,2004,,únor,2005,False,False
207,Oiles Czech Manufacturing s.r.o.,27066789,výroba dopravních prostředků,,výroba,Japonsko,3.9240506329113924,4.098496116344406,124,35.0,T,J,R,,,0.49,60.76,Chomutov,Ústecký,,2003,,únor,2005,False,False
208,CIE PLASTY CZ. s.r.o.,26792605,výroba dopravních prostředků,,výroba,Španělsko,15.69620253164557,16.393984465377624,496,60.0,T,J,R,,,0.49,176.89,Vsetín,Zlínský,,2003,,březen,2005,False,False
209,STAVMEK s.r.o.,27148734,strojírenský,,výroba,Belgie,15.112345679012346,19.029186584275774,489.64,237.0,T,,,,,0.5,244.82,Mladá Boleslav,Středočeský,,2004,,březen,2005,False,False
210,"Cutisin, s.r.o.",27061973,potravinářský,,výroba,Česká republika,31.51234567901235,39.67976370914461,1021,75.0,T,,,,,0.48,490.08,Semily,Liberecký,,2004,,duben,2005,False,False
211,"Kappa Packaging Olomouc, s.r.o.",26820439,papírenský,,výroba,Nizozemí,14.272151898734176,14.906627003801026,451,54.0,T,J,R,,,0.49,221.1125,Olomouc,Olomoucký,,2003,,duben,2005,False,False
212,Toyo Radiator Czech s.r.o.,27161536,strojírenský,,výroba,Japonsko,10.679012345679013,13.446815125723834,346,70.0,T,J,R,,,0.5,165.0,Kladno,Středočeský,,2004,,duben,2005,False,False
213,Bang & Olufsen s.r.o.,27174263,elektronický a elektrotechnický,,výroba,Dánsko,51.9320987654321,65.39193968365007,1682.6,200.0,T,J,R,,,0.5,814.28,Nový Jičín,Moravskoslezský,,2004,,květen,2005,False,True
214,KYB Manufacturing Czech s.r.o.,27082784,výroba dopravních prostředků,,výroba,Japonsko,23.672839506172842,29.8084023162722,767,214.0,T,J,R,,,0.48,346.08,Pardubice,Pardubický,,2004,,květen,2005,False,False
215,"Panasonic AVC Networks Czech, s.r.o.",64833054,elektronický a elektrotechnický,,výroba,Velká Británie,44.335443037974684,46.30639563708478,1401,551.0,T,,,,,0.46,530.84,Plzeň-město,Plzeňský,,2003,,květen,2005,False,False
216,"BOMAR, spol. s r.o.",48908827,strojírenský,,výroba,Rakousko,6.648148148148149,8.371225370176052,215.4,90.0,T,J,R,,,0.48,102.14,Brno-město,Jihomoravský,,2004,,červen,2005,False,True
217,"KOPOS KOLÍN, a.s.",61672971,ostatní,,výroba,Česká republika,9.104938271604938,11.464770121643154,295,20.0,T,J,,,,0.5,147.5,Kolín,Středočeský,,2004,,červen,2005,False,False
218,PEGAS - NW a.s.,26961377,chemický a farmaceutický,,výroba,Česká republika,39.35452000658653,53.14890588863191,1195,35.0,T,J,,,,0.48,573.6,Znojmo,Jihomoravský,,2005,,červen,2005,False,False
219,"RWE SCHOTT Solar CR, s.r.o.",26841088,ostatní,,výroba,Německo,43.42592592592593,54.68112393610819,1407,322.0,T,J,R,,,0.49,669.83,Vsetín,Zlínský,,2004,,červenec,2005,False,False
220,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Německo,188.94444444444446,237.9153550192375,6121.8,2150.0,T,,,,,0.14400000000000002,427.46,"Mladá Boleslav, Rychnov nad Kněžnou",Královéhradecký,,2004,,červenec,2005,False,False
