cislo,spol,ico,sektor,nace,druh,zeme,inv_eur,inv_usd,inv_czk,nova_mista,pod_dane,pob_mista,pob_rekv,pob_pozem,pob_kap,mira_podpory,strop,okres,kraj,region_nuts,podani,rozh_den,rozh_mesic,rozh_rok,msp,zruseno
521,ALCAN PACKAGING SKŘIVANY s.r.o.,25265717,gumárenský a plastikářský,,výroba,Francie,13.5125317835089,17.932031814895154,372,104.0,T,,,,,0.3,111.6,Hradec Králové,Královéhradecký,,2007,,červen,2008,False,False
522,HOPPE s.r.o.,63149842,kovodělný a kovozpracující,,výroba,Švýcarsko,3.8903014892844165,5.162689804772234,107.1,20.0,T,J,R,,,0.3,32.13,Chomutov,Ústecký,,2007,,červen,2008,False,False
523,"Alca plast, s.r.o.",25655809,gumárenský a plastikářský,,výroba,Česká republika,5.637123138394479,7.4808387563268255,155.19,25.0,T,,,,,0.375,58.2,Břeclav,Jihomoravský,,2007,,červen,2008,True,False
524,WAVIN Ekoplastik s.r.o.,27560597,gumárenský a plastikářský,,výroba,Nizozemí,12.241191427533598,16.244878283923835,337,20.0,T,,,,,0.3,100.8,Mělník,Středočeský,,2007,,červen,2008,False,False
525,"Kovárna ""VIVA"" Zlín, spol. s r.o.",46978496,kovodělný a kovozpracující,,výroba,Česká republika,5.248819469669451,6.9655338635815855,144.5,57.0,T,,,,,0.375,54.19,Zlín,Zlínský,,2007,,červen,2008,True,False
526,JOPP Automotive s.r.o.,26312417,výroba dopravních prostředků,,výroba,Německo,5.1779210925644925,7.603899721448469,136.49,55.0,T,,,,,0.4,54.6,Žďár nad Sázavou,Vysočina,,2008,,červenec,2008,False,False
527,"Mora Aerospace, a.s.",25384961,výroba dopravních prostředků,,výroba,Česká republika,17.798764983654195,23.620149433598456,490,400.0,T,,,,,0.4,196.0,Olomouc,Olomoucký,,2007,,červenec,2008,False,False
528,"ELECTROPOLI-GALVIA, s.r.o.",62063685,strojírenský,,výroba,Francie,4.50199782055939,5.974451675102434,123.94,53.0,T,J,R,,,0.3,37.18,Děčín,Ústecký,,2007,,červenec,2008,False,True
529,AFSI Europe s.r.o.,27325229,výroba dopravních prostředků,,výroba,USA,24.742462767889574,32.834899975897805,681.16,181.0,T,J,R,,,0.4,272.46,Most,Ústecký,,2007,,červenec,2008,False,False
530,"VRANOVSKÉ STROJÍRNY, a.s.",27518876,strojírenský,,výroba,Česká republika,13.65782782419179,18.124849361291876,376,200.0,T,J,R,,,0.5,188.0,Svitavy,Pardubický,,2007,,červenec,2008,True,True
531,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Nizozemí,52.81511078823102,70.08917811520848,1454,799.0,T,,,,,0.4,560.5,Rychnov nad Kněžnou,Královéhradecký,,2007,,srpen,2008,False,False
532,"KOVOSVIT MAS, a.s.",26047284,strojírenský,,výroba,Česká republika,35.986342943854325,52.84679665738162,948.6,29.0,T,,,,,0.36,341.5,Tábor,Jihočeský,,2008,,srpen,2008,False,False
533,GENERAL BOTTLERS CR s.r.o.,48587354,potravinářský,,výroba,Lucembursko,5.73919360697421,7.616293082670523,158,0.0,T,,,,,0.3,47.4,Náchod,Královéhradecký,,2007,,srpen,2008,False,True
534,Brück AM spol. s r.o.,49685643,strojírenský,,výroba,Německo,20.341445695604794,26.994456495541094,560,20.0,T,,,,,0.3,168.0,Ústí nad Orlicí,Pardubický,,2007,,srpen,2008,False,False
535,"Edwards, s.r.o.",26461498,strojírenský,,výroba,Velká Británie,9.549582273883036,12.672933236924559,262.9,68.0,T,,R,,,0.4,105.14,Olomouc,Olomoucký,,2007,,srpen,2008,False,False
536,IVAX Pharmaceuticals s.r.o.,26785323,chemický a farmaceutický,,výroba,Nizozemí,38.01820940819423,55.83064066852368,1002.16,280.0,T,,,,,0.4,400.86,Opava,Moravskoslezský,,2008,,srpen,2008,False,False
537,OSTROJ a.s.,45193681,strojírenský,,výroba,Česká republika,6.170333839150228,9.061281337047355,162.65,162.0,T,,,,,0.4,65.06,Opava,Moravskoslezský,,2008,,srpen,2008,False,False
538,"Rigips, s.r.o.",41193954,chemický a farmaceutický,,výroba,Velká Británie,4.1066009104704095,6.030640668523677,108.25,59.0,T,,,,,0.4,43.3,Přerov,Olomoucký,,2008,,srpen,2008,False,False
539,Tafonco a.s.,61974668,ostatní,,výroba,Česká republika,15.690440060698029,23.041782729805018,413.6,84.0,T,,,,,0.3,124.08,Nový Jičín,Moravskoslezský,,2008,,srpen,2008,False,True
540,apt Cheb s.r.o.,28002253,kovodělný a kovozpracující,,výroba,Německo,64.6320182094082,94.91364902506965,1703.7,300.0,T,,,,,0.3,428.74,Cheb,Karlovarský,,2008,,srpen,2008,False,False
541,SYNTHOS PBR s.r.o.,28252012,chemický a farmaceutický,,výroba,Polsko,98.00000000000001,143.91532033426185,2583.28,88.0,T,,,,,0.4,567.785,Mělník,Středočeský,,2008,,srpen,2008,False,False
542,EvoBus Bohemia s.r.o.,25657704,výroba dopravních prostředků,,výroba,Německo,4.17298937784522,6.128133704735376,110,10.0,T,,,,,0.36,39.6,Domažlice ,Plzeňský,,2008,,září,2008,False,False
543,"Iveco Czech Republic, a.s. (KAROSA a.s.)",48171131,výroba dopravních prostředků,,výroba,Francie,6.092564491654021,8.947075208913649,160.6,450.0,T,,,,,0.4,59.7,Ústí nad Orlicí,Pardubický,,2008,,říjen,2008,False,False
544,Mubea Transmission Components s.r.o.,27959015,výroba dopravních prostředků,,výroba,Německo,46.83617871413004,62.15473608098337,1289.4,214.0,T,,,,,0.4,475.62,Beroun,Středočeský,,2007,,říjen,2008,False,False
545,LISI AUTOMOTIVE FORM a.s.,46900365,výroba dopravních prostředků,,výroba,Francie,7.79949146385761,10.350445890576042,214.72,0.0,T,,,L,,0.3,52.56,Hodonín,Jihomoravský,,2007,,říjen,2008,False,False
546,"EuWe Eugen Wexler ČR, s.r.o.",49702092,výroba dopravních prostředků,,výroba,Německo,8.102807283763278,11.8991643454039,213.59,81.0,T,,,,,0.27,57.67,Rokycany,Plzeňský,,2008,,říjen,2008,False,False
547,A.I.T. Wire Formnig & Metal Technology CZ spol. s r.o.,27300358,výroba dopravních prostředků,,výroba,Německo,1.9556145675265553,2.871866295264624,51.55,200.0,T,J,R,,,0.5,25.78,Chomutov,Ústecký,,2008,,říjen,2008,True,False
548,RI OKNA a.s.,60724862,gumárenský a plastikářský,,výroba,Česká republika,11.006175081729022,14.605929139551698,303,120.0,T,J,R,,,0.375,113.63,Hodonín,Jihomoravský,,2007,,říjen,2008,True,True
549,"S.A.R.T. production, s.r.o.",28082575,strojírenský,,výroba,Česká republika,9.484066767830045,13.92757660167131,250,90.0,T,,,,,0.3,75.0,Pelhřimov,Vysočina,,2008,,říjen,2008,False,False
550,"DART, s.r.o. (nyní: Rina Europe s.r.o.)",64941485,potravinářský,,výroba,Belgie,12.915781487101668,18.967130919220054,340.46,36.0,T,,,,,0.345,117.46,Plzeň-sever,Plzeňský,,2008,,říjen,2008,True,True
551,Bock Czech Kältemaschinen s.r.o.,26705222,strojírenský,,výroba,Německo,7.9931714719271625,11.73816155988858,210.7,37.0,T,,,,,0.46,96.92,Tachov,Plzeňský,,2008,,říjen,2008,True,True
552,Taforge a.s.,65138627,výroba dopravních prostředků,,výroba,Česká republika,14.620637329286797,21.47075208913649,385.4,44.0,T,,,,,0.3,115.62,Nový Jičín,Moravskoslezský,,2008,,říjen,2008,False,True
553,PA Resins Ostrava s.r.o.,27842193,chemický a farmaceutický,,výroba,Kypr,7.697268588770865,11.303621169916436,202.9,26.0,T,J,R,,,0.4,81.16,Ostrava-město,Moravskoslezský,,2008,,říjen,2008,False,True
554,"Galvanoplast Fischer Bohemia, k.s.",25400231,gumárenský a plastikářský,,výroba,Německo,5.80690440060698,8.52757660167131,153.07,102.0,T,,,,,0.3,45.92,Liberec,Liberecký,,2008,,listopad,2008,False,False
555,"Trelleborg Lesina, s.r.o.",62585207,chemický a farmaceutický,,výroba,Švédsko,4.742033383915023,6.963788300835655,125,30.0,T,,,,,0.4,50.0,Cheb,Karlovarský,,2008,,listopad,2008,False,False
556,"CzechPak Manufacturing, s.r.o.",28395689,potravinářský,,výroba,USA,12.366464339908953,18.160445682451254,325.98,85.0,T,J,R,,,0.3,97.79,Teplice,Ústecký,,2008,,listopad,2008,False,False
557,CS-BETON s.r.o.,47287586,ostatní,,výroba,Česká republika,3.8190440060698028,5.608356545961003,100.67,15.0,T,,,,,0.375,37.75,Litoměřice,Ústecký,,2008,,listopad,2008,True,False
558,ITT Holdings Czech Republic s.r.o.,28367111,strojírenský,,výroba,Lucembursko,15.236722306525039,22.37548746518106,401.64,339.0,T,J,R,,,0.4,160.66,Ostrava-město,Moravskoslezský,,2008,,listopad,2008,False,False
559,"DEZA, a.s.",11835,chemický a farmaceutický,,výroba,Česká republika,6.335356600910471,9.303621169916434,167,0.0,T,,,,,0.4,66.8,Vsetín,Zlínský,,2008,,listopad,2008,False,False
560,"VUCHZ, a.s.",8711,strojírenský,,výroba,Česká republika,3.7936267071320184,5.571030640668524,100,20.0,T,,,,,0.4,40.0,Brno-město,Jihomoravský,,2008,,listopad,2008,False,True
561,Erdrich Umformtechnik s.r.o.,26865688,výroba dopravních prostředků,,výroba,Německo,12.803490136570561,18.80222841225627,337.5,48.0,T,J,R,,,0.3,101.25,Bruntál,Moravskoslezský,,2008,,listopad,2008,False,False
562,"ZPA Pečky, a.s.",45147612,strojírenský,,výroba,Česká republika,6.889226100151745,10.116991643454039,181.6,20.0,T,,,,,0.4,72.64,Kolín,Středočeský,,2008,,prosinec,2008,False,False
563,LESS & TIMBER s.r.o.,27095835,dřevozpracující a papírenský,,výroba,Česká republika,36.229135053110774,53.203342618384404,955,251.0,T,,,,,0.3,286.5,Kutná Hora,Středočeský,,2008,,prosinec,2008,False,True
564,Austin Detonator Assembly s.r.o.,27846041,chemický a farmaceutický,,výroba,Nizozemí,7.0899089529590285,10.411699164345404,186.89,118.0,T,,,,,0.4,74.76,"Prostějov, Vsetín","Olomoucký, Zlínský",,2008,,prosinec,2008,False,False
565,"SLADOVNY SOUFFLET ČR, a.s.",26173174,potravinářský,,výroba,Francie,7.966616084977239,11.6991643454039,210,0.0,T,,,,,0.3,63.0,Kroměříž,Zlínský,,2008,,prosinec,2008,False,True
566,"DT - Výhybkárna a strojírna, a.s.",46962778,kovodělný a kovozpracující,,výroba,Česká republika,5.022761760242792,7.376044568245126,132.4,40.0,T,,,,,0.4,52.96,Prostějov ,Olomoucký,,2008,,prosinec,2008,False,False
567,"Panasonic Mobile & Automotive Systems Czech, s.r.o.",26438356,elektronický a elektrotechnický,,výroba,Japonsko,26.99051593323217,39.63621169916435,711.47,274.0,T,,,,,0.4,284.59,Pardubice,Pardubický,,2008,,prosinec,2008,False,False
568,PEGAS - NS a.s.,27757951,textilní,,výroba,Česká republika,48.85579367962223,64.8348999758978,1345,40.0,T,J,,,,0.3,403.5,Znojmo,Jihomoravský,,2007,,leden,2009,False,False
569,PÓROBETON Ostrava a.s.,47676388,ostatní,,výroba,Česká republika,3.3383915022761763,4.902506963788301,88,22.0,T,J,R,,,0.375,33.0,Ostrava-město,Moravskoslezský,,2008,,leden,2009,True,False
570,VÍTKOVICE HAMMERING a.s.,27807088,strojírenský,,výroba,Česká republika,47.61001517450683,69.91643454038997,1255,86.0,T,J,,,,0.3,375.9,Ostrava-město,Moravskoslezský,,2008,,leden,2009,False,False
571,"UNIPETROL RPA, s.r.o.",27597075,chemický a farmaceutický,,výroba,Česká republika,22.003034901365705,32.31197771587744,580,16.0,T,,,,,0.4,232.0,Most,Ústecký,,2008,,únor,2009,False,True
572,"Hanwha L&C Czech, s.r.o.",28198638,výroba dopravních prostředků,,výroba,Korea,15.51669195751138,22.786629526462395,409.02,99.0,T,,,L,,0.4,160.32,Frýdek-Místek,Moravskoslezský,,2008,,únor,2009,False,False
573,"Isolit - Bravo, spol. s r.o.",46507272,gumárenský a plastikářský,,výroba,Česká republika,3.9529590288315632,5.805013927576602,104.2,14.0,T,,,,,0.3,31.26,Ústí nad Orlicí,Pardubický,,2008,,únor,2009,False,True
574,Lear Corporation Czech s.r.o.,25225227,výroba dopravních prostředků,,výroba,Lucembursko,13.775796661608497,20.230083565459612,363.13,70.0,T,,,,,0.4,145.25,Vyškov,Jihomoravský,,2008,,únor,2009,False,False
575,GRUPO ANTOLIN OSTAVA s.r.o.,27534596,výroba dopravních prostředků,,výroba,Španělsko,6.090667678300456,8.944289693593316,160.55,150.0,T,J,R,,,0.4,64.22,Ostrava-město,Moravskoslezský,,2008,,únor,2009,False,False
576,Rover Czech s.r.o.,27915425,gumárenský a plastikářský,,výroba,Itálie,2.395295902883156,3.517548746518106,63.14,27.0,T,,,,,0.375,23.68,Louny,Ústecký,,2008,,březen,2009,True,True
577,"KÖGEL, a.s.",25253107,výroba dopravních prostředků,,výroba,Německo,16.737481031866466,24.57938718662953,441.2,59.0,T,,,,,0.4,176.48,Ústí nad Orlicí,Pardubický,,2008,,duben,2009,False,False
578,"CIE Praga Louny, a.s.",27169766,výroba dopravních prostředků,,výroba,Španělsko,21.317526555386948,31.305292479108633,561.93,60.0,T,,,,,0.4,224.77,Louny,Ústecký,,2008,,duben,2009,False,False
579,ArvinMeritor LVS Liberec a.s.,48266175,výroba dopravních prostředků,,výroba,Francie,4.025037936267071,5.910863509749303,106.1,125.0,T,,,,,0.4,42.44,Liberec,Liberecký,,2008,,duben,2009,False,True
580,Frýdlantské strojírny - Rasl a syn a.s.,25006568,ostatní,,výroba,Česká republika,13.657056145675266,20.055710306406684,360,150.0,T,,,,,0.375,135.0,Česká Lípa,Liberecký,,2008,,duben,2009,True,True
581,"Hope Global Europe, s.r.o.",28421361,výroba dopravních prostředků,,výroba,USA,3.9404400606980277,5.786629526462396,103.87,40.0,T,,,,,0.4,41.55,Louny,Ústecký,,2008,,květen,2009,False,True
582,Pars nova a.s.,25860038,strojírenský,,výroba,Česká republika,18.9654779969651,27.85125348189415,499.93,120.0,T,,,,,0.4,199.97,Šumperk,Olomoucký,,2008,,květen,2009,False,False
583,"LASSELSBERGER, s.r.o.",25238078,ostatní,,výroba,Rakousko,7.3975720789074355,10.863509749303622,195,0.0,T,,,,,0.3,58.5,Rakovník,Středočeský,,2008,,květen,2009,False,False
584,"Pivovar HOLBA, a.s.",64610276,potravinářský,,výroba,Česká republika,6.858877086494689,10.072423398328691,180.8,5.0,T,,,,,0.3,54.24,Šumperk,Olomoucký,,2008,,květen,2009,False,False
585,"CIDEM Hranice, a.s.",14617081,ostatní,,výroba,Česká republika,3.7511380880121394,5.508635097493036,98.88,0.0,T,,,,,0.3,29.66,Přerov,Olomoucký,,2008,,červen,2009,False,False
586,"KU uzeniny, s.r.o.",28266561,potravinářský,,výroba,Česká republika,16.335356600910472,23.988857938718667,430.6,350.0,T,,,,,0.3,129.18,Jihlava,Vysočina,,2008,,červen,2009,False,False
587,Foxconn Technology CZ s.r.o.,27516032,elektronický a elektrotechnický,,výroba,Nizozemí,97.21976026153287,129.0171125572427,2676.46,6400.0,T,,,,,0.4,815.09,"Kutná Hora, Pardubice","Pardubický, Středočeský",,2007,,červenec,2009,False,False
588,BONATRANS GROUP a.s.,27438678,strojírenský,,výroba,Nizozemí,17.071320182094084,25.069637883008358,450,57.0,T,J,R,,,0.4,147.657,Karviná,Moravskoslezský,,2008,,červenec,2009,False,True
589,MZ CZECH s.r.o.,27796132,strojírenský,,výroba,Španělsko,8.910470409711685,13.085236768802229,234.88,75.0,T,,,,,0.3,70.46,Nymburk,Středočeský,,2008,,červenec,2009,False,False
590,"STROJMETAL KAMENICE, a.s.",25037684,ostatní,,výroba,Česká republika,7.005218039508013,9.714684447201115,187.95,23.0,T,,,,,0.3,56.39,Praha-východ,Středočeský,,2009,,srpen,2009,False,True
591,"GZ Digital Media, a.s.",27380068,ostatní,,výroba,Kypr,10.963581183611533,16.100278551532035,289,32.0,T,,,,,0.3,86.7,Beroun,Středočeský,,2008,,srpen,2009,False,False
592,Wiegel Hradec Králové žárové zinkování s.r.o.,25943243,ostatní,,výroba,Německo,9.446130500758725,13.871866295264624,249,80.0,T,,,,,0.3,74.7,"Praha-východ, Kroměříž","Středočeský, Zlínský",,2008,,srpen,2009,False,True
593,PRECHEZA a.s.,26872307,chemický a farmaceutický,,výroba,Česká republika,8.26723816623183,11.464826588101515,221.81,0.0,T,,,,,0.4,88.72,Přerov,Olomoucký,,2009,,září,2009,False,False
594,"KOSTAL CR, spol s r.o.",49687131,výroba dopravních prostředků,,výroba,Německo,21.50796661608498,31.5849582172702,566.95,200.0,T,,,,,0.4,226.78,"Beroun, Příbram",Středočeský,,2008,,září,2009,False,False
595,"KASI, spol. s r.o.",47470011,ostatní,,výroba,Česká republika,13.322773015281403,18.47573267173205,357.45,160.0,T,,,,,0.375,134.04,Hradec Králové,Královéhradecký,,2009,,září,2009,True,False
596,Brück AM spol. s r.o.,49685643,strojírenský,,výroba,Německo,37.93626707132018,55.71030640668524,1000,110.0,T,,,,,0.3,248.24,Ústí nad Orlicí,Pardubický,,2008,,září,2009,False,True
597,DOPLA PAP a.s.,45357056,ostatní,,výroba,Itálie,13.947074170704436,19.341499974156196,374.2,32.0,T,,,,,0.27,101.03,Klatovy,Plzeňský,,2009,,říjen,2009,False,True
598,Schmelzer s.r.o.,49193805,strojírenský,,výroba,Německo,4.262765560939248,5.91151082855223,114.37,0.0,T,,,,,0.345,39.46,Tachov,Plzeňský,,2009,,říjen,2009,True,True
599,ŠKODA POWER a.s.,49193864,strojírenský,,výroba,Česká republika,24.71114424152069,34.26887889595286,663,12.0,T,,,,,0.36,238.68,Plzeň-město,Plzeňský,,2009,,říjen,2009,False,True
600,Glanzstoff High Tech Fibres Company s.r.o.,28698754,elektronický a elektrotechnický,,výroba,Rakousko,17.107715244129707,23.7246084664289,459,82.0,T,,,,,0.4,183.6,Litoměřice,Ústecký,,2009,,listopad,2009,False,True
601,ARAKO spol. s r.o.,47152371,strojírenský,,výroba,Česká republika,3.180022363026463,4.40998604434796,85.32,12.0,T,,,,,0.4,34.13,Opava,Moravskoslezský,,2009,,prosinec,2009,False,False
602,"LETOVICKÉ STROJÍRNY, s.r.o.",25526278,strojírenský,,výroba,Česká republika,4.322400298173687,5.994210988783791,115.97,16.0,T,,,,,0.3,34.79,Blansko,Jihomoravský,,2009,,prosinec,2009,False,True
603,CCI Czech Republic s.r.o.,28353617,strojírenský,,výroba,Velká Británie,15.28140141632501,21.191916059337363,410,170.0,T,,,,,0.4,164.0,Brno-město,Jihomoravský,,2009,,leden,2010,False,False
604,"SAPELI, a.s.",46982086,dřevozpracující a papírenský,,výroba,Česká republika,11.125605665300037,15.428748643200494,298.5,0.0,T,,,,,0.3,89.55,Jihlava,Vysočina,,2009,,únor,2010,False,False
605,LESS & TIMBER s.r.o.,27095835,dřevozpracující a papírenský,,výroba,Česká republika,11.330600074543423,15.713030443996484,304,139.0,T,,,,,0.3,91.2,Kutná Hora,Středočeský,,2009,,duben,2010,False,False
606,SYNTHOS Kralupy a.s.,28214790,chemický a farmaceutický,,výroba,Polsko,7.454342154304883,10.337520028945056,200,1.0,T,,,,,0.4,80.0,Mělník,Středočeský,,2009,,květen,2010,False,False
607,STÖLZLE - UNION s.r.o.,45349843,ostatní,,výroba,Rakousko,16.690272083488633,23.14570734480798,447.8,18.0,T,,,,,0.27,120.91,Plzeň-sever,Plzeňský,,2009,,květen,2010,False,False
608,Synthos XEPS s.r.o.,28890388,chemický a farmaceutický,,výroba,Polsko,13.41781587774879,18.6075360521011,360,0.0,T,,,,,0.4,144.0,Mělník,Středočeský,,2009,,květen,2010,False,False
609,BEST a.s.,25201859,ostatní,,výroba,Česká republika,11.926947446887812,16.54003204631209,320,60.0,T,,,,,,123.0,"České Budějovice, Hradec Králové, Přerov","Jihočeský, Královéhradecký, Olomoucký",,2009,,květen,2010,False,False
610,MOVO spol. s r.o.,46887989,výroba dopravních prostředků,,výroba,Česká republika,24.607224334600758,35.412859097127225,647.17,80.0,T,,,,,0.36,232.98,Plzeň-město,Plzeňský,,2010,,červenec,2010,False,False
611,"Auto-Kabel Krupka, s.r.o.",27151531,elektronický a elektrotechnický,,výroba,Německo,17.834600760456272,25.66621067031464,469.05,250.0,T,J,R,,,0.4,187.62,Teplice,Ústecký,,2010,,září,2010,False,False
612,SANDVIK CHOMUTOV PRECISION TUBES spol. s r.o.,60278773,ostatní,,výroba,Švédsko,30.922433460076043,44.501231190150484,813.26,142.0,T,J,R,,,0.3,243.98,Chomutov,Ústecký,,2010,,září,2010,False,True
613,AU Optronics (Czech) s.r.o.,28267834,elektronický a elektrotechnický,,výroba,Malajsie,10.076045627376425,14.500683994528044,265,150.0,T,,,,,0.4,106.0,Brno-město,Jihomoravský,,2010,,říjen,2010,False,False
614,Rieter Automotive CZ s.r.o.,28783174,výroba dopravních prostředků,,výroba,Švýcarsko,6.538403041825095,9.409575923392614,171.96,80.0,T,,,,,0.36,61.91,Tachov,Plzeňský,,2010,,prosinec,2010,False,False
615,ProfilKo Czech s.r.o.,28631641,kovodělný a kovozpracující,,výroba,Česká republika,2.7338403041825097,3.934336525307798,71.9,11.0,T,J,R,,,0.3,21.57,Karviná,Moravskoslezský,,2010,,prosinec,2010,False,True
616,Brembo Czech s.r.o.,28599888,strojírenský,,výroba,Itálie,35,50.369357045143644,920.5,446.0,T,,,L,,0.4,368.2,Ostrava-město,Moravskoslezský,,2010,,leden,2011,False,False
617,SOLAR EXPRESS s.r.o.,29000670,elektronický a elektrotechnický,,výroba,Čína,6.088973384030417,8.762790697674419,160.14,77.0,T,,,,,0.6,96.08,Přerov,Olomoucký,,2010,,únor,2011,True,False
618,oncomed manufacturing a.s.,24711667,chemický a farmaceutický,,výroba,Německo,8.05703422053232,11.595075239398087,211.9,76.0,T,,,,,0.4,84.76,Brno-město,Jihomoravský,,2010,,únor,2011,False,False
619,"ONTEX CZ, s.r.o.",44564422,ostatní,,výroba,Francie,20.722433460076044,29.82216142270862,545,52.0,T,,,,,0.3,163.5,Semily,Liberecký,,2010,,březen,2011,False,False
620,Biocel Paskov a.s.,26420317,dřevozpracující a papírenský,,výroba,Rakousko,67.52851711026615,97.18194254445966,1776,0.0,T,,,,,0.3,460.73,Frýdek-Místek,Moravskoslezský,,2010,,březen,2011,False,False
621,Kyocera Solar Europe s.r.o.,27190439,elektronický a elektrotechnický,,výroba,Německo,30.11406844106464,43.33789329685363,792,403.0,T,,,,,0.4,316.8,Chomutov,Ústecký,,2010,,březen,2011,False,True
622,"DuPont Moravia, spol. s r.o.",48911348,chemický a farmaceutický,,výroba,Dánsko,17.102661596958175,24.612859097127224,449.8,211.0,T,,,,,0.4,179.92,Kroměříž,Zlínský,,2010,,duben,2011,False,False
623,"YAPP CZECH AUTOMOTIVE SYSTEMS Co., s.r.o.",24731536,výroba dopravních prostředků,,výroba,Čína,9.606083650190113,13.824350205198359,252.64,80.0,T,,,,,0.4,101.06,Mladá Boleslav,Středočeský,,2010,,květen,2011,False,False
624,TSR Czech Republic s.r.o.,40614875,ostatní,,výroba,Německo,6.34296577946768,9.128317373461012,166.82,0.0,T,,,,,0.3,50.05,Ostrava-město,Moravskoslezský,,2010,,květen,2011,False,False
625,"Knauf Insulation, spol. s r.o.",27242293,ostatní,,výroba,Německo,5.018935618895754,6.699659429544487,125.9,3.0,T,J,R,,,0.3,37.77,Teplice,Ústecký,,2011,,červen,2011,False,False
626,JC Interiors Czechia s.r.o.,28739817,výroba dopravních prostředků,,výroba,USA,53.67351006577636,71.64750957854406,1346.4,350.0,T,,,,,,517.78,Louny,Ústecký,,2011,,červenec,2011,False,True
627,Europasta SE,28115414,potravinářský,,výroba,Česká republika,14.95834163842934,19.96753937845892,375.23,0.0,T,,,,,,109.47,"České Budějovice, Olomouc","Jihočeský, Olomoucký",,2011,,srpen,2011,False,False
628,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Nizozemí,98.69549012299665,136.86876518323254,2648,600.0,T,,,,,,799.9,Mladá Boleslav,Středočeský,,2009,,srpen,2011,False,False
629,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Nizozemí,46.244875139768915,64.13138987956789,1240.75,269.0,T,,,,,0.4,496.3,Mladá Boleslav,Středočeský,,2009,,srpen,2011,False,False
630,KSM Castings CZ a.s.,27172490,výroba dopravních prostředků,,výroba,Německo,12.122782539366156,16.18241805023414,304.1,97.0,T,,,,,0.4,121.64,Liberec,Liberecký,,2011,,srpen,2011,False,False
631,FOXCONN CZ s.r.o.,25938002,elektronický a elektrotechnický,,výroba,Nizozemí,43.39087452471483,62.44487004103968,1141.18,656.0,T,,,,,0.4,456.47,Pardubice,Pardubický,,2010,,září,2011,False,False
632,"Shape Corp. Czech Republic, s.r.o.",24801356,výroba dopravních prostředků,,výroba,USA,8.17490494296578,11.764705882352942,215,87.0,T,,,,,0.3,64.5,Plzeň-město,Plzeňský,,2010,,září,2011,False,False
633,LEGO Production s.r.o.,26128209,ostatní,,výroba,Dánsko,65.01893561889575,86.79225202213708,1631,600.0,T,,,,,,431.33,Kladno,Středočeský,,2011,,září,2011,False,False
634,FOXCONN Network Technology CZ s.r.o.,28816170,elektronický a elektrotechnický,,výroba,Česká republika,19.167231413195136,25.58588761174968,480.81,744.0,T,,,,,0.4,192.34,Pardubice,Pardubický,,2011,,září,2011,False,True
635,"ROHDE & SCHWARZ závod Vimperk, s.r.o.",26034441,elektronický a elektrotechnický,,výroba,Německo,7.972892166633446,10.642826734780757,200,150.0,T,,,,,0.3,60.0,Prachatice,Jihočeský,,2011,,září,2011,False,False
636,"VESUVIUS ČESKÁ REPUBLIKA, a. s.",45192847,ostatní,,výroba,Nizozemí,7.036077337054016,9.392294593444017,176.5,116.0,T,,,,,0.3,52.95,Frýdek-Místek,Moravskoslezský,,2011,,září,2011,False,False
637,TI GROUP AUTOMOTIVE SYSTEMS s.r.o.,47545674,výroba dopravních prostředků,,výroba,Velká Británie,5.340243173211083,7.128565346956151,133.96,68.0,T,,,,,0.4,53.58,"Liberec, Mladá Boleslav","Liberecký, Středočeský",,2011,,říjen,2011,False,False
638,BRANO a. s.,45193363,výroba dopravních prostředků,,výroba,Česká republika,11.81183974486745,15.767347807577693,296.3,69.0,T,,,,,0.4,118.52,"Opava, Semily, Vsetín","Liberecký, Moravskoslezský, Zlínský",,2011,,listopad,2011,False,False
639,"VEBA, textilní závody a.s.",45534276,textilní,,výroba,Česká republika,31.174008371536775,41.61345253299276,782,173.0,T,,,,,0.3,234.6,Náchod,Královéhradecký,,2011,,listopad,2011,False,False
640,Česká zbrojovka a.s.,46345965,výroba dopravních prostředků,,výroba,česká republika,5.262108829978074,7.0242656449553,132,20.0,T,,,,,0.4,52.8,Uherské Hradiště,Zlínský,,2011,,únor,2012,False,False
641,ADM Prague s.r.o.,28937996,potravinářský,,výroba,Nizozemí,7.18955551126171,9.597169008088548,180.35,5.0,T,,,,,0.3,54.11,Olomouc,Olomoucký,,2011,,únor,2012,False,False
642,"GS Caltex Czech, s.r.o.",24124818,gumárenský a plastikářský,,výroba,Korea,9.50926848714371,12.693699446573008,238.54,100.0,T,J,R,,,0.4,95.41,Karviná,Moravskoslezský,,2011,,květen,2012,False,False
643,"Hitachi Home Electronics (Czech), s.r.o.",27578330,výroba dopravních prostředků,,výroba,Japonsko,19.51604544548535,26.051511281396337,489.56,158.0,T,,,,,0.4,195.82,Louny,Ústecký,,2011,,květen,2012,False,False
644,Holz Schiller s.r.o.,49196111,dřevozpracující a papírenský,,výroba,Německo,10.054215666733107,13.421136653895275,252.21,30.0,T,,,,,0.3,61.01,"Cheb, Klatovy","Karlovarský, Plzeňský",,2011,,květen,2012,False,False
